name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Kericho, Kenya",2022-02-18,28,15,21.5,28.9,15,21.6,16.5,74.6,3.7,100,25,rain,0,0,36,27.7,245.6,1013.4,52.8,17.3,260.2,22.5,9,10,2022-02-18T06:49:06,2022-02-18T18:56:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-02-19,28,19.8,22.8,29.2,19.8,23,17.9,75,8.4,100,20.83,rain,0,0,31.3,22.3,239.3,1014.5,79.1,12.5,237.1,20.5,9,10,2022-02-19T06:49:01,2022-02-19T18:56:24,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKKI,63708099999"
"Kericho, Kenya",2022-02-20,28,15.7,21.8,28.9,15.7,21.8,17.7,79.3,4.2,100,45.83,rain,0,0,41,27.7,269.1,1015,68.7,15.7,247.4,21.4,8,10,2022-02-20T06:48:56,2022-02-20T18:56:17,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-02-21,26.1,17,22,26.1,17,22,18.3,80.6,13.9,100,66.67,rain,0,0,29.9,20.5,250.5,1016.2,77.4,13.3,223.1,19.2,7,10,2022-02-21T06:48:50,2022-02-21T18:56:10,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-02-22,25.7,14.7,21,25.7,14.7,21,17.6,81.7,14.5,100,41.67,rain,0,0,37.4,20.5,237.1,1015.6,86.5,17.5,211.7,18.3,9,10,2022-02-22T06:48:43,2022-02-22T18:56:01,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-02-23,28,18,23.1,29.7,18,23.5,18.2,75,3.8,100,33.33,rain,0,0,31,24.1,182.3,1015.3,83.8,12.7,163.9,14.1,8,10,2022-02-23T06:48:36,2022-02-23T18:55:52,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKKI,63708099999"
"Kericho, Kenya",2022-02-24,28.2,15.4,22.7,28.9,15.4,22.9,16.6,69.8,2,100,29.17,rain,0,0,27.7,18.4,292,1016.5,75.2,14.2,256.8,22.3,9,10,2022-02-24T06:48:28,2022-02-24T18:55:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-02-25,28,17.6,22.4,29,17.6,22.6,16.9,72.3,1.1,100,16.67,rain,0,0,22.7,25.9,227.5,1016.1,70.3,14.5,280.2,24,10,10,2022-02-25T06:48:20,2022-02-25T18:55:33,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-02-26,27.1,13.9,20.8,28.5,13.9,20.9,16.5,77.4,0,0,0,,0,0,26.6,22.3,221,1016.6,55.7,16.1,292.1,25.2,10,10,2022-02-26T06:48:10,2022-02-26T18:55:22,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-02-27,31,18,23.9,30.3,18,24,17.5,70.2,0,0,0,,0,0,22,22.3,218.9,1015.5,30.4,13,337.1,29.2,10,10,2022-02-27T06:48:01,2022-02-27T18:55:11,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999"
"Kericho, Kenya",2022-02-28,30,14.7,23.6,30.7,14.7,23.8,17.1,69.4,0.1,100,4.17,rain,0,0,25.2,31.7,263.5,1014.6,38.1,14.4,317.9,27.5,10,10,2022-02-28T06:47:51,2022-02-28T18:54:59,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-01,31,16,24.8,31.9,16,25,17.8,67.8,0.3,100,8.33,rain,0,0,23.8,22.3,258.6,1014.3,41.4,12,310.5,27,10,10,2022-03-01T06:47:40,2022-03-01T18:54:47,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HKKI,63708099999"
"Kericho, Kenya",2022-03-02,31,19,24.5,30.8,19,24.6,15.6,60.3,0,0,0,,0,0,36.4,24.1,234.6,1012.8,35.4,17.2,330.8,28.5,10,10,2022-03-02T06:47:29,2022-03-02T18:54:34,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-03,29,16,22.8,29.8,16,22.8,14.3,61.7,0,0,0,,0,0,24.8,46.8,252.8,1015,26.3,16.1,342.2,29.4,10,10,2022-03-03T06:47:17,2022-03-03T18:54:21,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-04,31,15,23.6,30.6,15,23.4,14,58.8,0,0,0,,0,0,22.3,25.9,220.1,1013.4,21.6,16.9,341.8,29.5,10,10,2022-03-04T06:47:05,2022-03-04T18:54:07,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
"Kericho, Kenya",2022-03-05,32.9,15.6,24.3,31.9,15.6,24.1,13,53.5,0,0,0,,0,0,22,24.1,241.4,1012.5,23.9,18.2,342.8,29.5,10,10,2022-03-05T06:46:52,2022-03-05T18:53:53,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKKI,63708099999,remote"
