name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Nakuru, Kenya",2020-01-28,24.6,14.8,18.2,24.6,14.8,18.2,14.5,80.3,3,100,4.17,rain,0,0,29.9,11.2,323,1016.7,93.7,30,139.3,12.1,6,,2020-01-28T06:44:40,2020-01-28T18:52:27,0.11,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-01-29,23.4,14.8,17.8,23.4,14.8,17.8,15,84.9,1.1,100,8.33,rain,0,0,28.4,12.6,336.2,1017.1,88.9,30,168.9,14.5,6,,2020-01-29T06:44:52,2020-01-29T18:52:38,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-01-30,24,14.7,18.2,24,14.7,18.2,14.7,81.6,2,100,4.17,rain,0,0,19.1,25.9,13.5,1017.9,88.3,30,175,15.2,8,,2020-01-30T06:45:03,2020-01-30T18:52:48,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-01-31,25.6,13.7,18.6,25.6,13.7,18.6,14.3,78.7,2.8,100,33.33,rain,0,0,22.3,27.7,18.9,1016.9,86.8,30,167.5,14.5,8,,2020-01-31T06:45:13,2020-01-31T18:52:57,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-01,24.6,14.4,18.1,24.6,14.4,18.1,14.8,82.3,10,100,4.17,rain,0,0,28.4,16.6,330.8,1017.3,87.7,30,181.8,15.5,7,,2020-02-01T06:45:23,2020-02-01T18:53:05,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-02,23.6,14,17.9,23.6,14,17.9,14.5,82.4,23,100,8.33,rain,0,0,29.9,11.2,336.4,1017.8,85,30,196,16.8,8,,2020-02-02T06:45:32,2020-02-02T18:53:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-03,25.7,13,18.3,25.7,13,18.3,13.4,75.7,3,100,4.17,rain,0,0,29.2,22.3,324.2,1016.7,61.2,30,245.7,21,8,,2020-02-03T06:45:39,2020-02-03T18:53:19,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-04,25.1,13.5,18.6,25.1,13.5,18.6,13.5,74.5,0.2,100,4.17,rain,0,0,33.1,18.4,341.7,1016.6,73.5,30,291.3,25.1,10,,2020-02-04T06:45:47,2020-02-04T18:53:24,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-05,25.7,12.7,18,25.7,12.7,18,13.2,75.8,5,100,4.17,rain,0,0,30.2,27.7,341.6,1016.5,69.7,30,292.1,25.4,10,,2020-02-05T06:45:53,2020-02-05T18:53:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-06,25.1,13.6,18.9,25.1,13.6,18.9,12.7,70.2,5,100,4.17,rain,0,0,35.3,27.7,349.7,1017.4,62.4,30,257.5,22.2,10,,2020-02-06T06:45:58,2020-02-06T18:53:33,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-07,27.6,10.3,18.8,26.7,10.3,18.8,10.1,62.2,5,100,4.17,rain,0,0,34.6,18.4,348.9,1017.2,39.8,30,327.1,28.3,10,,2020-02-07T06:46:03,2020-02-07T18:53:37,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-08,27.1,10.5,18.6,26.3,10.5,18.6,10,62.1,0,0,0,,0,0,37.1,37.1,351.7,1017.4,40.4,30,323.9,28,10,,2020-02-08T06:46:07,2020-02-08T18:53:39,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-09,26.6,9.8,17.9,26.6,9.2,17.8,9.5,62.8,0,0,0,,0,0,38.2,29.5,341.8,1016.9,58.3,30,324.2,28.1,10,,2020-02-09T06:46:10,2020-02-09T18:53:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-10,28.6,10.7,18.9,27,10.7,18.8,7,54.5,0,0,0,,0,0,32.4,22.3,339.3,1016.2,38.6,30,327.7,28.4,10,,2020-02-10T06:46:12,2020-02-10T18:53:41,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-11,28.3,9.8,19.2,26.9,9.5,18.9,6.5,49.3,0,0,0,,0,0,23.8,16.6,296.1,1014.6,16.1,30,335.3,28.9,10,,2020-02-11T06:46:14,2020-02-11T18:53:41,0.57,Clear,Clear conditions throughout the day.,clear-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-12,27.1,12.8,19.6,26.9,12.8,19.6,11.1,60.4,0.6,100,20.83,rain,0,0,29.9,35.3,11.7,1014.6,47.3,30,268.4,23.1,9,,2020-02-12T06:46:15,2020-02-12T18:53:41,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-13,24.2,14,19.1,24.2,14,19.1,14.2,75.8,0.8,100,25,rain,0,0,37.4,46.4,349.8,1015.9,82.5,27.5,248.3,21.4,9,,2020-02-13T06:46:14,2020-02-13T18:53:39,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-14,26.6,15.4,20,26.6,15.4,20,12.5,65.7,0.1,100,4.17,rain,0,0,40.7,27.7,8.4,1015.6,81.8,30,273.6,23.6,9,,2020-02-14T06:46:14,2020-02-14T18:53:37,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-15,25.1,11.8,18.5,25.1,11.8,18.5,11.8,67.3,0,0,0,,0,0,36.7,29.5,353.2,1016,56.4,30,259.9,22.4,9,,2020-02-15T06:46:12,2020-02-15T18:53:34,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-02-16,23.5,13.3,18.2,23.5,13.3,18.2,13.5,75.4,0.4,100,4.17,rain,0,0,27.7,13,334.1,1016.5,73,30,240.6,20.8,9,,2020-02-16T06:46:10,2020-02-16T18:53:30,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-17,29.1,13.4,19.1,28.4,13.4,19.1,14.2,76.3,1.4,100,20.83,rain,0,0,29.5,20.5,326.2,1015.5,51.4,30,275.6,23.7,10,,2020-02-17T06:46:07,2020-02-17T18:53:26,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-18,26.6,13.1,19.6,26.6,13.1,19.6,12.4,66.6,0.4,100,12.5,rain,0,0,28.1,27.7,355.7,1015.8,45.4,30,282.1,24.2,10,,2020-02-18T06:46:03,2020-02-18T18:53:21,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-02-19,24.6,12.9,18.7,24.6,12.9,18.7,11.8,66.4,3,100,4.17,rain,0,0,35.6,13,330.8,1015.7,43.7,30,277.2,24,10,,2020-02-19T06:45:59,2020-02-19T18:53:15,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"63714099999,remote"
